#{"t_start": 1742503441.666784, "env_id": "None"}
r,l,t
20.0,6,21.869022
-10.0,15,21.871042
10.0,7,21.872014
10.0,7,21.872987
-10.0,18,21.875405
0.0,14,21.877297
-25.0,9,21.878531
-5.0,16,21.880682
-15.0,17,21.882967
-65.0,25,21.886302
15.0,5,21.887005
35.0,6,21.887846
20.0,6,21.888686
-90.0,10,21.89004
15.0,20,21.892703
25.0,7,21.893664
95.0,16,21.895811
-15.0,17,21.898096
15.0,5,21.898806
5.0,6,21.899647
-175.0,32,21.903876
10.0,7,21.90484
15.0,5,21.905545
5.0,12,21.907171
5.0,12,21.9088
15.0,8,21.909906
-70.0,21,21.91271
25.0,13,21.914665
10.0,7,21.916041
-15.0,20,21.918876
15.0,5,21.919602
5.0,9,21.920908
10.0,19,21.923776
10.0,10,21.925385
15.0,5,21.926127
-45.0,29,21.930294
-5.0,7,21.931329
15.0,23,21.934477
15.0,8,21.935616
15.0,11,21.937123
10.0,7,21.938098
25.0,10,21.939473
-45.0,62,21.947708
20.0,6,21.948558
-25.0,9,21.949803
5.0,6,21.950639
15.0,5,21.951338
10.0,28,21.955066
5.0,9,21.95631
-20.0,19,21.958852
10.0,7,21.959815
45.0,5,21.960511
25.0,10,21.96188
10.0,7,21.962849
10.0,7,21.96381
20.0,6,21.964656
0.0,11,21.966151
15.0,5,21.966852
-5.0,7,21.967821
15.0,5,21.968515
15.0,5,21.969215
15.0,5,21.969919
25.0,7,21.970884
10.0,10,21.972244
15.0,14,21.974137
20.0,15,21.97616
-90.0,7,21.977116
20.0,12,21.978747
-50.0,37,21.983662
25.0,7,21.984637
20.0,6,21.985475
20.0,6,21.986312
25.0,7,21.98728
0.0,14,21.989177
0.0,8,21.990284
-5.0,7,21.991251
5.0,6,21.992084
-10.0,9,21.993321
25.0,10,21.994696
20.0,6,21.995525
-65.0,37,22.000431
15.0,5,22.001131
90.0,45,22.007056
5.0,6,22.007885
15.0,5,22.008576
35.0,12,22.010192
20.0,12,22.011818
15.0,5,22.012526
-5.0,13,22.014291
-5.0,10,22.015664
25.0,25,22.268709
15.0,5,22.269521
20.0,9,22.270828
0.0,8,22.271995
20.0,9,22.273288
10.0,10,22.274853
30.0,8,22.27605
-5.0,19,22.278692
20.0,9,22.279972
15.0,5,22.280703
25.0,7,22.281712
5.0,9,22.282992
-35.0,19,22.285639
60.0,23,22.288817
-45.0,20,22.291597
35.0,9,22.292869
25.0,7,22.293871
25.0,7,22.294859
5.0,6,22.295723
15.0,8,22.296852
25.0,7,22.298464
5.0,9,22.299953
30.0,14,22.301944
25.0,7,22.303193
-15.0,20,22.30702
0.0,8,22.308341
35.0,18,22.311125
25.0,7,22.312173
15.0,5,22.312908
20.0,6,22.31377
5.0,6,22.31463
-65.0,16,22.316914
15.0,5,22.317636
10.0,16,22.319841
-15.0,14,22.321761
20.0,6,22.322615
25.0,7,22.323671
25.0,7,22.324709
0.0,11,22.326249
25.0,7,22.327244
25.0,7,22.328232
-15.0,14,22.330159
-5.0,7,22.331139
-25.0,15,22.333191
5.0,6,22.334045
15.0,14,22.335953
45.0,5,22.336664
25.0,7,22.337711
20.0,6,22.338615
35.0,9,22.339903
55.0,10,22.341323
30.0,5,22.342046
20.0,6,22.3429
20.0,12,22.344558
15.0,5,22.34528
-20.0,13,22.347068
-5.0,7,22.34805
20.0,6,22.348894
15.0,5,22.349602
-15.0,8,22.350706
20.0,9,22.351952
15.0,5,22.35266
-25.0,15,22.354705
5.0,6,22.355545
20.0,6,22.356391
65.0,9,22.357631
-60.0,23,22.360725
20.0,9,22.361961
40.0,7,22.362935
40.0,10,22.364312
40.0,22,22.367272
25.0,7,22.368244
25.0,13,22.370004
10.0,25,22.373358
0.0,20,22.376042
20.0,6,22.376884
-5.0,7,22.377859
5.0,6,22.378705
-40.0,21,22.381544
-5.0,7,22.382515
-20.0,10,22.383883
5.0,12,22.385511
30.0,8,22.386615
50.0,6,22.387457
10.0,7,22.388428
20.0,6,22.389267
0.0,8,22.390369
125.0,8,22.391473
20.0,6,22.392317
50.0,6,22.393154
-10.0,15,22.395188
-10.0,15,22.39722
150.0,4,22.397802
-10.0,21,22.400634
5.0,21,22.403467
15.0,5,22.404171
20.0,6,22.405001
-10.0,12,22.40664
15.0,5,22.407345
15.0,5,22.408049
-25.0,15,22.410092
20.0,6,22.410931
45.0,8,22.412036
-10.0,12,22.413668
5.0,9,22.414901
-5.0,10,22.416269
15.0,11,22.417765
10.0,10,22.419141
15.0,11,22.420646
15.0,5,22.42135
-15.0,11,22.422854
-60.0,32,22.427147
5.0,6,22.427986
-30.0,32,22.43248
-15.0,14,22.434472
0.0,14,22.436395
5.0,6,22.437239
5.0,6,22.438075
10.0,7,22.439052
-5.0,13,22.440817
-10.0,27,22.444442
15.0,5,22.445145
0.0,17,22.447435
30.0,8,22.448538
-10.0,18,22.450958
5.0,9,22.452189
10.0,7,22.453158
20.0,6,22.453998
15.0,5,22.454701
40.0,16,22.456864
5.0,6,22.457701
-10.0,12,22.459332
50.0,6,22.460162
15.0,5,22.46086
-5.0,7,22.461831
20.0,15,22.463848
-65.0,40,22.469094
10.0,7,22.47003
20.0,12,22.471613
15.0,5,22.472298
-5.0,7,22.473235
-50.0,13,22.474944
55.0,7,22.475879
35.0,9,22.477066
-15.0,8,22.47814
45.0,8,22.479202
30.0,8,22.48026
15.0,11,22.481701
5.0,33,22.485943
20.0,6,22.486748
20.0,6,22.487553
-20.0,19,22.490018
15.0,5,22.490699
20.0,6,22.491508
-25.0,9,22.49271
-5.0,10,22.494029
30.0,8,22.495087
5.0,12,22.496661
20.0,6,22.497465
0.0,14,22.499304
45.0,5,22.499988
-45.0,26,22.503349
-20.0,16,22.50555
40.0,19,22.508073
-25.0,12,22.509681
5.0,9,22.510887
10.0,10,22.512229
5.0,10,22.513558
5.0,6,22.514374
5.0,6,22.515194
30.0,5,22.515879
30.0,8,22.516951
30.0,14,22.518801
5.0,6,22.519619
30.0,8,22.520687
15.0,8,22.521761
-5.0,22,22.524634
-95.0,19,22.527124
15.0,5,22.527808
10.0,7,22.528744
40.0,10,22.530073
25.0,7,22.531017
15.0,5,22.5317
10.0,19,22.53419
25.0,7,22.535133
50.0,12,22.536714
25.0,7,22.537658
45.0,5,22.538344
-20.0,19,22.540824
-10.0,18,22.543181
5.0,6,22.543994
15.0,11,22.545449
-5.0,7,22.546392
15.0,5,22.547067
-80.0,6,22.547868
5.0,6,22.548698
-65.0,34,22.804043
5.0,6,22.804973
5.0,9,22.806269
-60.0,50,22.813112
5.0,6,22.813967
25.0,7,22.814965
0.0,8,22.816087
5.0,18,22.818552
35.0,9,22.820328
20.0,6,22.821187
-25.0,15,22.823252
-15.0,14,22.825179
5.0,9,22.826423
0.0,38,22.832029
20.0,6,22.832885
-15.0,29,22.836807
5.0,6,22.837651
15.0,5,22.838359
25.0,5,22.8391
30.0,8,22.840281
0.0,8,22.841433
-40.0,42,22.847119
0.0,32,22.851412
0.0,14,22.853316
25.0,7,22.854296
10.0,7,22.855276
-30.0,29,22.85917
-55.0,12,22.860813
10.0,13,22.862592
10.0,10,22.863962
-5.0,10,22.865326
30.0,8,22.866435
5.0,9,22.867678
-5.0,16,22.869853
-25.0,12,22.871486
0.0,11,22.872994
-5.0,7,22.873963
20.0,18,22.876387
-30.0,17,22.878688
40.0,10,22.880063
20.0,6,22.8809
15.0,5,22.881607
30.0,8,22.882715
5.0,9,22.883949
15.0,5,22.88465
125.0,8,22.885759
20.0,6,22.886596
-5.0,7,22.887563
20.0,6,22.888395
0.0,11,22.890159
-5.0,16,22.892533
-65.0,40,22.89815
85.0,23,22.90162
5.0,6,22.902522
5.0,6,22.903398
5.0,6,22.904264
15.0,5,22.904988
-20.0,13,22.906794
35.0,9,22.908116
30.0,5,22.908842
-70.0,5,22.909543
15.0,5,22.910266
25.0,7,22.911247
35.0,9,22.912509
-150.0,65,22.921157
-20.0,13,22.922919
-45.0,20,22.925605
20.0,6,22.926492
5.0,21,22.929382
-45.0,14,22.931308
-5.0,7,22.932293
-65.0,52,22.93927
50.0,9,22.940516
20.0,6,22.941427
-5.0,7,22.942444
20.0,6,22.943282
-15.0,17,22.945595
35.0,9,22.946838
15.0,5,22.947546
20.0,6,22.948395
10.0,13,22.950162
-55.0,15,22.952205
5.0,12,22.953843
135.0,9,22.955088
-60.0,17,22.957387
30.0,14,22.959302
-30.0,14,22.961211
25.0,7,22.962186
-15.0,17,22.964491
-145.0,90,22.976395
-15.0,11,22.977897
15.0,5,22.978603
-30.0,23,22.981706
5.0,6,22.982544
25.0,7,22.983514
25.0,7,22.984486
15.0,8,22.985583
-10.0,12,22.987226
0.0,17,22.989524
20.0,6,22.990367
30.0,11,22.991865
-70.0,21,22.994692
15.0,5,22.995396
-45.0,17,22.997684
40.0,16,22.999854
15.0,5,23.000547
20.0,6,23.001363
15.0,5,23.002044
0.0,8,23.003109
5.0,12,23.004692
30.0,8,23.005757
15.0,5,23.006438
15.0,5,23.007121
5.0,9,23.008314
-5.0,7,23.009256
40.0,10,23.010582
45.0,11,23.012044
40.0,10,23.013369
15.0,5,23.014048
15.0,5,23.014726
5.0,6,23.015528
-45.0,11,23.016975
-25.0,9,23.01818
-25.0,15,23.020135
-5.0,7,23.021066
-5.0,19,23.023531
-5.0,10,23.024859
15.0,8,23.025925
10.0,16,23.028011
-5.0,7,23.02894
20.0,21,23.031662
15.0,5,23.032342
5.0,18,23.034698
70.0,10,23.036009
35.0,12,23.037578
20.0,6,23.038387
5.0,12,23.039967
15.0,5,23.040648
30.0,5,23.041328
35.0,9,23.042521
15.0,20,23.045131
25.0,10,23.046451
30.0,8,23.047515
25.0,7,23.048457
15.0,5,23.049136
0.0,8,23.050202
35.0,6,23.051012
30.0,8,23.052081
25.0,7,23.05302
-10.0,9,23.054217
5.0,6,23.055028
15.0,11,23.056475
25.0,7,23.057406
15.0,5,23.058087
-5.0,7,23.059021
35.0,9,23.060217
-25.0,15,23.062181
10.0,7,23.063122
25.0,7,23.064058
15.0,5,23.064732
15.0,5,23.065408
15.0,5,23.06608
5.0,6,23.066887
40.0,10,23.068196
-35.0,31,23.072198
10.0,10,23.07352
25.0,13,23.075213
5.0,9,23.076406
-15.0,11,23.077861
5.0,6,23.078666
-10.0,15,23.080636
40.0,10,23.081956
15.0,5,23.082634
-85.0,15,23.084594
5.0,15,23.086559
10.0,10,23.35108
15.0,5,23.351917
25.0,7,23.352965
30.0,8,23.354152
45.0,23,23.357396
25.0,25,23.360887
40.0,10,23.36231
25.0,7,23.363323
55.0,7,23.364334
15.0,5,23.365066
-15.0,8,23.366205
55.0,19,23.368835
5.0,6,23.369714
15.0,5,23.370439
155.0,10,23.371868
30.0,8,23.373005
25.0,7,23.374019
20.0,6,23.374883
20.0,18,23.3774
5.0,12,23.379092
5.0,6,23.37996
15.0,5,23.380688
5.0,6,23.381558
15.0,5,23.382286
10.0,10,23.383694
45.0,11,23.385233
15.0,14,23.387186
25.0,31,23.391468
40.0,16,23.393682
30.0,8,23.394812
25.0,13,23.396629
15.0,5,23.397351
-15.0,11,23.398896
15.0,5,23.399614
35.0,6,23.400471
-55.0,12,23.402151
15.0,11,23.403692
20.0,6,23.404551
-155.0,58,23.412479
15.0,5,23.413207
10.0,7,23.414208
-5.0,7,23.415388
-80.0,6,23.416284
-75.0,17,23.418667
15.0,5,23.419406
25.0,7,23.420413
35.0,6,23.421275
-145.0,14,23.423208
15.0,5,23.423933
-5.0,7,23.424929
-75.0,41,23.430489
15.0,11,23.432015
30.0,5,23.432732
-10.0,9,23.433995
20.0,12,23.435651
20.0,18,23.438108
-10.0,12,23.43975
-10.0,9,23.441006
25.0,7,23.441989
10.0,10,23.443375
60.0,11,23.444896
-10.0,24,23.448151
5.0,9,23.449405
15.0,5,23.450117
15.0,5,23.450833
5.0,12,23.452484
15.0,5,23.4532
15.0,20,23.455923
5.0,15,23.457965
25.0,7,23.458948
40.0,10,23.46033
20.0,6,23.461177
15.0,5,23.461889
5.0,9,23.463147
20.0,6,23.463993
65.0,21,23.466834
35.0,15,23.468893
35.0,6,23.469743
-5.0,7,23.470728
10.0,7,23.471707
-25.0,15,23.473757
10.0,7,23.474748
-10.0,9,23.476
-10.0,36,23.480831
15.0,26,23.484333
15.0,6,23.485178
30.0,8,23.486292
15.0,5,23.487003
25.0,7,23.48798
-35.0,13,23.489759
-25.0,15,23.491802
-120.0,19,23.49437
-135.0,47,23.500685
-5.0,7,23.501665
15.0,5,23.502373
-15.0,8,23.503477
15.0,5,23.504185
-10.0,12,23.505842
15.0,5,23.506557
0.0,20,23.509269
30.0,8,23.510373
50.0,12,23.51201
40.0,10,23.513386
-30.0,20,23.516101
-55.0,42,23.521713
25.0,7,23.522692
20.0,6,23.523537
45.0,5,23.524247
-35.0,19,23.526835
25.0,10,23.528214
-30.0,23,23.531301
-5.0,7,23.532276
15.0,5,23.532982
20.0,6,23.533834
20.0,6,23.53468
30.0,8,23.535789
15.0,5,23.536497
25.0,7,23.537471
-70.0,45,23.543489
105.0,20,23.546195
25.0,7,23.547172
-20.0,13,23.54894
-5.0,7,23.549917
20.0,6,23.55073
20.0,6,23.551552
5.0,6,23.552371
115.0,11,23.553835
15.0,5,23.554527
5.0,6,23.555345
30.0,8,23.556414
25.0,7,23.557359
-5.0,7,23.558314
10.0,7,23.559258
40.0,10,23.560591
-5.0,7,23.561534
5.0,6,23.562353
5.0,6,23.563169
-75.0,23,23.566198
30.0,8,23.567277
35.0,9,23.568485
-35.0,19,23.570978
10.0,25,23.574273
35.0,9,23.575481
20.0,6,23.576301
15.0,5,23.576987
15.0,5,23.5779
-5.0,13,23.579939
0.0,8,23.581091
30.0,5,23.5818
45.0,5,23.582502
5.0,6,23.583334
85.0,20,23.585973
15.0,5,23.586663
10.0,19,23.589157
10.0,7,23.590108
150.0,9,23.591327
25.0,7,23.592263
10.0,7,23.593217
-5.0,7,23.594158
10.0,7,23.595101
-15.0,15,23.597082
5.0,6,23.597894
-65.0,25,23.601146
5.0,6,23.60195
20.0,6,23.602764
15.0,8,23.603825
-35.0,19,23.6063
5.0,12,23.607887
45.0,8,23.608954
10.0,37,23.613767
35.0,6,23.614582
35.0,15,23.616548
55.0,16,23.618645
90.0,9,23.619846
10.0,7,23.620776
-15.0,20,23.623381
45.0,5,23.624059
15.0,5,23.624736
15.0,5,23.625411
15.0,5,23.626088
20.0,6,23.626898
15.0,5,23.627574
-5.0,7,23.628519
30.0,17,23.630727
-10.0,18,23.875254
15.0,5,23.876036
-40.0,15,23.878132
-15.0,11,23.879661
25.0,7,23.880649
-35.0,34,23.885226
5.0,6,23.886079
30.0,8,23.887187
5.0,6,23.888037
20.0,9,23.889287
5.0,6,23.890139
-25.0,9,23.891382
30.0,8,23.89249
15.0,14,23.894388
20.0,9,23.895631
35.0,9,23.896877
5.0,6,23.897724
10.0,7,23.8987
10.0,10,23.90008
15.0,5,23.900786
-5.0,7,23.901769
0.0,14,23.903675
15.0,5,23.904383
10.0,7,23.905355
45.0,11,23.906861
-30.0,26,23.910356
30.0,8,23.911467
-115.0,30,23.915488
20.0,6,23.916336
30.0,8,23.917445
10.0,7,23.918413
55.0,10,23.919785
0.0,11,23.921295
5.0,9,23.922704
0.0,9,23.924
30.0,8,23.925133
5.0,6,23.925982
0.0,8,23.92711
40.0,10,23.928502
-80.0,22,23.931496
30.0,8,23.93261
25.0,13,23.934401
45.0,11,23.935911
10.0,7,23.936894
30.0,11,23.938403
45.0,14,23.940327
5.0,12,23.941984
15.0,5,23.942695
0.0,17,23.944994
20.0,6,23.94583
20.0,6,23.946678
30.0,11,23.948189
35.0,15,23.950232
30.0,8,23.951345
15.0,5,23.952057
30.0,8,23.953171
35.0,12,23.954806
15.0,17,23.957113
15.0,5,23.957819
30.0,17,23.960118
110.0,7,23.9611
-15.0,8,23.962211
5.0,12,23.96385
15.0,5,23.96456
5.0,9,23.9658
10.0,7,23.966772
0.0,8,23.967872
-10.0,15,23.969906
0.0,8,23.971015
-35.0,13,23.97279
5.0,6,23.973626
0.0,8,23.974726
10.0,28,23.978484
-25.0,9,23.979719
20.0,24,23.98294
15.0,5,23.983648
15.0,5,23.984354
-5.0,7,23.985327
5.0,12,23.986962
-20.0,34,23.991508
5.0,6,23.992344
30.0,8,23.993456
-155.0,43,23.999181
-45.0,35,24.003848
15.0,5,24.004553
15.0,5,24.005253
-30.0,23,24.008334
35.0,9,24.00957
5.0,15,24.0116
15.0,5,24.012301
15.0,5,24.012998
15.0,5,24.013699
-5.0,10,24.015061
25.0,10,24.017349
20.0,6,24.018206
40.0,16,24.020377
-5.0,7,24.021339
20.0,6,24.022189
-125.0,24,24.025886
-5.0,16,24.028073
15.0,5,24.028777
-20.0,16,24.030941
-20.0,13,24.032707
45.0,5,24.033412
15.0,5,24.034112
45.0,11,24.035608
-10.0,9,24.036846
20.0,15,24.038879
20.0,6,24.039715
15.0,14,24.041616
20.0,6,24.042456
-10.0,12,24.044101
-35.0,22,24.047057
15.0,5,24.04776
-5.0,10,24.04913
50.0,9,24.050357
10.0,7,24.051326
-5.0,10,24.05268
15.0,5,24.05338
15.0,5,24.054079
95.0,34,24.058616
-5.0,7,24.059581
-150.0,77,24.069775
-45.0,23,24.072844
-5.0,16,24.07496
10.0,25,24.078172
15.0,5,24.078847
0.0,14,24.080671
40.0,7,24.081607
-5.0,13,24.083309
5.0,6,24.084113
5.0,6,24.084922
-70.0,27,24.088405
15.0,14,24.090234
-80.0,16,24.092309
-15.0,8,24.093379
10.0,13,24.095081
15.0,5,24.095762
0.0,8,24.096834
-10.0,9,24.098032
5.0,9,24.099233
-5.0,10,24.100561
5.0,6,24.101704
20.0,6,24.102572
-15.0,11,24.104056
5.0,9,24.105239
25.0,7,24.106175
-5.0,7,24.107114
-135.0,86,24.118159
20.0,6,24.118969
55.0,13,24.120674
-25.0,9,24.12187
-5.0,7,24.122802
5.0,18,24.125141
-5.0,16,24.127231
-5.0,10,24.128566
15.0,8,24.129631
0.0,32,24.133745
45.0,17,24.135948
-75.0,26,24.139299
25.0,22,24.142155
-25.0,24,24.145258
10.0,10,24.146572
15.0,8,24.147636
25.0,7,24.148574
-10.0,9,24.149772
-25.0,18,24.152119
-30.0,17,24.154317
15.0,5,24.155014
15.0,8,24.156101
-30.0,41,24.40513
25.0,7,24.406209
-5.0,10,24.407828
-5.0,10,24.409295
15.0,5,24.410022
15.0,5,24.410752
10.0,7,24.411751
45.0,26,24.415295
20.0,9,24.416555
-5.0,28,24.420342
45.0,11,24.421862
10.0,7,24.422859
-20.0,16,24.425042
35.0,9,24.426288
0.0,8,24.427404
-5.0,7,24.428386
-60.0,32,24.432703
5.0,27,24.436338
25.0,13,24.438122
25.0,7,24.439101
30.0,8,24.440223
-10.0,21,24.443376
20.0,12,24.445142
-85.0,5,24.445886
20.0,12,24.447604
5.0,6,24.448477
15.0,5,24.449198
15.0,8,24.450353
20.0,6,24.451233
5.0,6,24.452112
20.0,6,24.452983
5.0,21,24.455919
10.0,22,24.458972
25.0,7,24.459978
30.0,14,24.461946
10.0,7,24.462954
40.0,7,24.46396
-15.0,14,24.465933
35.0,12,24.467624
0.0,9,24.468907
-5.0,16,24.47113
10.0,10,24.472551
5.0,6,24.473414
10.0,16,24.475641
25.0,7,24.476649
5.0,18,24.47915
20.0,12,24.480843
20.0,6,24.481708
55.0,16,24.483944
20.0,6,24.484809
20.0,6,24.485675
5.0,6,24.48653
35.0,9,24.487806
15.0,5,24.488534
15.0,8,24.489676
0.0,11,24.491221
50.0,9,24.492503
5.0,9,24.493774
-30.0,11,24.495321
-5.0,28,24.499199
15.0,14,24.501141
40.0,10,24.50255
5.0,6,24.503416
15.0,14,24.505366
-5.0,16,24.507583
50.0,6,24.508445
35.0,6,24.509303
-5.0,10,24.510706
20.0,6,24.511579
90.0,24,24.514886
10.0,7,24.515876
10.0,7,24.516867
10.0,7,24.517864
65.0,18,24.520349
10.0,10,24.521742
-10.0,9,24.523014
-5.0,7,24.524013
-15.0,20,24.526777
60.0,8,24.527909
25.0,7,24.528906
-10.0,12,24.530584
-5.0,7,24.531584
15.0,5,24.532307
-20.0,13,24.534118
25.0,7,24.535121
30.0,8,24.536259
-70.0,15,24.538667
20.0,6,24.539575
40.0,7,24.540589
35.0,15,24.542666
80.0,13,24.544673
0.0,8,24.546027
25.0,7,24.547375
-15.0,11,24.548934
-10.0,18,24.551441
-50.0,67,24.560585
5.0,6,24.561449
20.0,6,24.562315
5.0,6,24.563166
-35.0,37,24.568349
-45.0,14,24.570313
15.0,5,24.571037
30.0,14,24.572981
35.0,12,24.574635
-5.0,7,24.575627
-5.0,16,24.577809
-40.0,30,24.581868
-10.0,9,24.583118
20.0,6,24.583955
125.0,5,24.584669
5.0,6,24.58551
15.0,23,24.588611
10.0,10,24.589985
20.0,6,24.590818
25.0,7,24.591798
25.0,7,24.592774
10.0,13,24.594551
-10.0,9,24.595789
15.0,11,24.597383
15.0,5,24.598111
-35.0,10,24.59951
-35.0,40,24.604783
35.0,15,24.606777
35.0,9,24.607986
-35.0,13,24.609729
-5.0,7,24.610682
5.0,6,24.611507
45.0,5,24.612196
5.0,6,24.613008
25.0,13,24.614725
15.0,8,24.615813
15.0,5,24.616492
10.0,7,24.617531
0.0,11,24.61904
5.0,6,24.619856
-35.0,22,24.622752
-30.0,11,24.624214
10.0,7,24.625156
5.0,6,24.625973
15.0,5,24.626652
-5.0,7,24.627597
0.0,17,24.629836
50.0,15,24.631801
-5.0,7,24.632737
25.0,7,24.633673
5.0,6,24.634485
-30.0,26,24.637876
-5.0,16,24.639982
5.0,6,24.640799
30.0,8,24.641871
5.0,6,24.642683
0.0,8,24.643758
25.0,10,24.64509
15.0,8,24.646163
15.0,5,24.646847
30.0,11,24.648298
40.0,10,24.649627
20.0,9,24.650823
-25.0,9,24.652017
-25.0,15,24.653979
5.0,21,24.656722
15.0,5,24.657418
10.0,7,24.65835
15.0,5,24.659029
5.0,6,24.659847
-5.0,7,24.660787
-5.0,13,24.662494
20.0,6,24.663301
5.0,9,24.664511
25.0,7,24.665455
25.0,7,24.666393
15.0,5,24.66707
-45.0,20,24.669688
30.0,8,24.670767
-70.0,30,24.674654
15.0,5,24.675335
5.0,12,24.676917
35.0,9,24.678126
45.0,5,24.678809
25.0,19,24.681285
-15.0,8,24.682351
15.0,8,24.683416
15.0,5,24.684098
-30.0,17,24.937887
20.0,6,24.93881
0.0,14,24.940762
-105.0,50,24.947499
-5.0,7,24.948482
-15.0,11,24.950006
5.0,6,24.950855
-20.0,13,24.952641
-10.0,39,24.957889
-5.0,7,24.958869
25.0,7,24.959845
-5.0,10,24.961221
15.0,5,24.961931
-5.0,7,24.962914
20.0,6,24.963758
10.0,7,24.964749
0.0,14,24.966665
-10.0,9,24.967912
-5.0,7,24.968884
-15.0,20,24.971588
15.0,8,24.972701
20.0,6,24.973538
20.0,6,24.974386
15.0,8,24.975492
-5.0,25,24.97886
30.0,8,24.979973
20.0,12,24.981615
25.0,7,24.98259
25.0,7,24.98357
30.0,8,24.984682
25.0,7,24.985662
5.0,6,24.986507
-25.0,21,24.989344
85.0,23,24.992475
5.0,12,24.994118
40.0,25,24.997476
5.0,6,24.998311
0.0,11,24.999822
-5.0,10,25.001208
-50.0,43,25.006925
40.0,10,25.008296
20.0,15,25.010317
130.0,5,25.011029
140.0,10,25.01241
15.0,5,25.013116
5.0,6,25.013954
20.0,6,25.014795
5.0,6,25.015638
35.0,6,25.016477
-10.0,9,25.017721
5.0,9,25.018965
15.0,8,25.020074
15.0,5,25.020781
30.0,8,25.021893
35.0,12,25.023531
-10.0,18,25.025957
30.0,32,25.030229
10.0,7,25.031203
20.0,6,25.032044
-185.0,79,25.042509
35.0,6,25.043354
-5.0,10,25.044736
25.0,13,25.046501
-25.0,21,25.049331
-5.0,13,25.051093
10.0,7,25.052067
15.0,8,25.053174
20.0,6,25.054007
-65.0,40,25.059348
20.0,6,25.060182
20.0,6,25.061018
115.0,35,25.065702
25.0,7,25.066669
-105.0,32,25.070921
-15.0,17,25.07322
15.0,5,25.073929
130.0,6,25.074776
-30.0,102,25.088325
25.0,13,25.090092
-10.0,15,25.092127
0.0,14,25.09403
10.0,10,25.095414
5.0,6,25.09625
-95.0,22,25.099226
-15.0,14,25.103336
15.0,5,25.104141
15.0,5,25.104883
25.0,7,25.105892
20.0,9,25.107247
120.0,6,25.108257
15.0,5,25.109035
-5.0,7,25.110081
-45.0,17,25.112433
20.0,6,25.113286
30.0,6,25.114152
15.0,5,25.114876
10.0,10,25.116345
5.0,6,25.117227
5.0,6,25.118083
-5.0,10,25.119478
-5.0,7,25.120457
20.0,15,25.122504
-40.0,30,25.126536
20.0,6,25.127376
0.0,11,25.128891
-10.0,15,25.130939
15.0,8,25.132049
-25.0,48,25.138361
25.0,7,25.139298
5.0,6,25.140121
80.0,22,25.142985
-175.0,90,25.154504
5.0,12,25.156071
-25.0,24,25.15918
5.0,9,25.160379
-220.0,111,25.174526
15.0,5,25.17521
330.0,36,25.179881
-20.0,31,25.183902
-20.0,31,25.187932
-80.0,40,25.193105
5.0,6,25.193912
15.0,5,25.194597
-130.0,24,25.197719
20.0,12,25.199305
20.0,6,25.200799
5.0,6,25.201624
20.0,6,25.202439
-60.0,47,25.208503
35.0,12,25.21009
10.0,7,25.21248
-10.0,12,25.214104
30.0,8,25.215188
-20.0,43,25.220791
15.0,5,25.22149
15.0,11,25.222962
25.0,7,25.223947
45.0,14,25.225802
-40.0,15,25.50826
15.0,5,25.509485
35.0,9,25.510844
15.0,5,25.511608
15.0,5,25.512362
20.0,6,25.513258
-70.0,33,25.517912
-10.0,12,25.519628
-15.0,20,25.522729
-145.0,45,25.529022
20.0,6,25.529907
0.0,17,25.532302
10.0,10,25.53373
-10.0,27,25.537474
-120.0,62,25.546489
5.0,6,25.547411
30.0,8,25.54862
15.0,5,25.549338
15.0,5,25.550055
